호선,호선명,GINR,DOCK,BATCH,년BATCH,선종,선형,연번,선주,선급1,선급2,선급3,국적,시리즈 대표호선,시리즈번호,계약일자,W/C일자,K/L일자,F/T일자,L/C일자,D/L일자,도면완료일,제작블럭수,탑재블럭수,W/C실적일자,K/L실적일자,L/C실적일자,D/L실적일자,선주도면승인기간,선급도면승인기간,계약인도일,대일정계획시 주요공정체크,탑재네트워크확정REVNO,탑재네트워크확정일자,일정재생성가부,공수재생성가부,중일정공수조정가부,D/L여부,설계대표호선,설계 시리즈 번호,건조 방식(T:Tandem S:straight),"FWD일정 생성시 신종선 연속선에 따라 POR발행계획일이 MP 생성일 기준 2주, 3주(2:2주 3:3주)",mp생성일(호선의 mp등록일 중 가장 빠른 날짜을 넣어줌[2005/12/20추가됨]),,,,출항 예정일,Load Out 일자 (육상건조),,"호선 건조구분(H: HMD, V: HVS, 1:신조, 2:개조, 3:수리, 4:기술수출)","계약정보(Y:계약, N:미계약,C:취소,D:보류,O:옵션)",E/R ACCESS HOLE FT전 위치,E/R ACCESS HOLE FT후 위치,조기K/L,조기 K/L BLOCK,"HVS자재대수수료(0:1.07, 1:1)",FT전 도크내호선위치(E/W)-STRAIGHT는 여기만 값 유지,FT후 도크내호선위치(E/W),가상W/C
011106,46K CHEMICAL TANKER,N,4,11,03-3,CT   ,46K,3 ,ADMANTHOS,ABS       ,,,BRITISH VIRGIN ISLANDS,005306,3 ,2001-02-20,2002-12-24,2003-04-04,,2003-06-17,2003-08-29,,0,0,2002-12-24,2003-04-04,2003-06-17,2003-08-29,0,0,2003-09-30,Y,R9,2003-07-18,Y,Y,Y,Y,005306,,S,2,,290,1.75,20,2003-09-01,,N,H1,Y,,,,,N,,,
011406,NORASIA SILS,N,4,10,03-2,CONT ,2824TEU,3 ,SUISSE-ATLANTIQUE,GL        ,,,LIBERIA,003406,3 ,2001-03-29,2002-10-04,2003-01-13,,2003-04-02,2003-07-01,,0,0,2002-10-04,2003-01-13,2003-04-02,2003-07-01,0,0,2003-06-30,Y,R9,2003-04-04,Y,Y,Y,Y,003406,,S,2,,290,1.75,20,2003-07-02,,N,H1,Y,,,,,N,,,
011506,CORDELIA,N,3,22,03-2,CONT ,2824TEU,3 ,AHRENKIEL,GL        ,,,LIBERIA,003406,3 ,2001-03-29,2002-11-25,2003-03-13,,2003-05-30,2003-08-12,,0,0,2002-11-25,2003-03-13,2003-05-30,2003-08-12,0,0,2003-08-31,Y,R9,2003-02-20,Y,Y,Y,Y,003406,,S,2,,290,1.75,20,2003-08-13,,N,H1,Y,,,,,N,,,
011606,2824TEU CONTAINER,N,4,11,03-3,CONT ,2824TEU,4 ,AHRENKIEL,GL        ,,,LIBERIA,003406,4 ,2001-04-16,2002-12-24,2003-04-04,,2003-06-17,2003-09-08,,0,0,2002-12-24,2003-04-04,2003-06-17,2003-09-08,0,0,2003-09-30,Y,R8,2003-07-18,Y,Y,Y,Y,003406,,S,2,,290,1.75,20,2003-09-09,,N,H1,Y,,,,,,,,
011706,2824TEU CONTAINER,N,3,23,03-3,CONT ,2824TEU,5 ,AHRENKIEL,GL        ,,,LIBERIA,003406,5 ,2001-04-16,2003-02-24,2003-06-02,,2003-08-23,2003-11-10,,0,0,2003-02-24,2003-06-02,2003-08-23,2003-11-10,0,0,2003-11-15,Y,RA,2003-07-18,Y,Y,Y,Y,003406,,S,2,,290,1.75,20,2003-11-11,,N,H1,Y,,,,,N,,,
011806,PINK STAR,N,2,4,03-1,CT   ,37K,1 ,ANDROMEDA,DNV       ,,,N.I.S,011806,3 ,2001-03-02,2002-07-24,2002-11-04,,2003-02-03,2003-04-17,,0,0,2002-07-24,2002-11-04,2003-02-03,2003-04-17,0,0,2003-05-30,Y,R7,2002-12-02,Y,Y,Y,Y,011806,,S,2,,290,1.75,20,2003-04-17,,N,H1,Y,,,,,,,,
011906,PURPLE STAR,N,2,4,03-1,CT   ,37K,2 ,ANDROMEDA,DNV       ,,,N.I.S,011806,4 ,2001-05-03,2002-07-24,2002-11-04,,2003-02-03,2003-04-25,,0,0,2002-07-24,2002-11-04,2003-02-03,2003-04-25,0,0,2003-06-30,Y,R6,2002-12-02,Y,Y,Y,Y,011806,,S,2,,290,1.75,20,2003-04-25,,N,H1,Y,,,,,N,,,
012006,CORAL STAR,N,3,21,03-1,CT   ,37K,3 ,ANDROMEDA,DNV       ,,,N.I.S,011806,5 ,2000-11-10,2002-08-27,2002-12-16,,2003-03-11,2003-05-26,,0,0,2002-08-27,2002-12-16,2003-03-11,2003-05-26,0,0,2003-07-31,Y,R8,2002-12-29,Y,Y,Y,Y,011806,,S,2,,290,1.75,20,2003-05-26,,N,H1,Y,,,,,N,,,
012106,ICE POINT(PROSTAR),N,3,21,03-1,CT   ,37K,3 ,GEDEN,DNV       ,,,LIBERIA,010506,7 ,2001-05-15,2002-08-27,2002-12-16,,2003-03-11,2003-05-17,,0,0,2002-08-27,2002-12-16,2003-03-11,2003-05-16,0,0,2003-05-31,Y,R7,2002-12-29,Y,Y,Y,Y,010506,,S,2,,290,1.75,20,2003-05-17,,N,H1,Y,,,,,N,,,
012206,ARCTIC POINT,N,2,5,03-2,CT   ,37K,4 ,GEDEN,DNV       ,,,LIBERIA,010506,8 ,2001-12-10,2002-10-10,2003-02-05,,2003-04-23,2003-07-01,,0,0,2002-10-10,2003-02-05,2003-04-23,2003-07-01,0,0,2003-08-30,Y,R8,2003-04-04,Y,Y,Y,Y,010506,,S,2,,290,1.75,20,2003-07-01,,N,H1,Y,,,,,N,,,
012506,47K OIL/CHEMICAL TANKER,N,4,12,03-4,CT   ,47K,1 ,SOVCOMFLOT,DNV       ,,,LIBERIA,012506,1 ,2001-06-18,2003-03-22,2003-06-21,,2003-09-15,2003-11-21,,0,0,2003-03-22,2003-06-21,2003-09-15,2003-11-21,0,0,2003-12-31,Y,R9,2003-07-18,Y,Y,Y,Y,012506,,S,2,,290,1.75,20,2003-11-21,,N,H1,Y,,,,,N,,,
012606,47K OIL/CHEMICAL TANKER,N,2,7,03-4,CT   ,47K,2 ,SOVCOMFLOT,DNV       ,,,LIBERIA,012506,2 ,2001-06-18,2003-04-25,2003-07-16,,2003-10-04,2003-12-08,,0,0,2003-04-25,2003-07-16,2003-10-04,2003-12-08,0,0,2003-12-31,Y,R9,2003-07-18,Y,Y,Y,Y,012506,,S,2,,290,1.75,20,2003-12-08,,N,H1,Y,,,,,N,,,
012706,47K OIL/CHEMICAL TANKER,N,2,7,03-4,CT   ,47K,3 ,SOVCOMFLOT,DNV       ,,,LIBERIA,012506,3 ,2001-06-18,2003-04-25,2003-07-16,,2003-10-04,2003-12-12,,0,0,2003-04-25,2003-07-16,2003-10-04,2003-12-12,0,0,2003-12-31,Y,R8,2003-07-18,Y,Y,Y,Y,012506,,S,2,,290,1.75,20,2003-12-12,,N,H1,Y,,,,,N,,,
012806,47K OIL/CHEMICAL TANKER,N,2,8,03-5,CT   ,47K,4 ,SOVCOMFLOT,DNV       ,,,LIBERIA,012506,4 ,2001-06-18,2003-07-14,2003-10-06,,2003-12-16,2004-03-08,,0,0,2003-07-14,2003-08-29,2003-12-16,2004-03-08,0,0,2004-03-31,Y,RB,2003-10-23,Y,Y,Y,Y,012506,,S,2,,290,1.75,20,2004-03-10,,N,H1,Y,,,,,N,,,
012906,BALTIC COMMODORE,N,2,5,03-2,CT   ,37K,1 ,INTERORIENT,DNV       ,,,MARSHALL ISLAND,012906,1 ,2001-12-10,2002-10-10,2003-02-05,,2003-04-23,2003-06-26,,0,0,2002-10-10,2003-02-05,2003-04-23,2003-06-26,0,0,2003-07-15,Y,R7,2003-04-04,Y,Y,Y,Y,012906,,S,2,,290,1.75,20,2003-06-27,,N,H1,Y,,,,,N,,,
013006,BALTIC CHAMPION,N,3,22,03-2,CT   ,37K,2 ,INTERORIENT,DNV       ,,,MARSHALL ISLAND,012906,2 ,2001-07-10,2002-11-25,2003-03-13,,2003-05-30,2003-07-31,,0,0,2002-11-25,2003-03-13,2003-05-30,2003-07-31,0,0,2003-08-30,Y,R7,2003-02-27,Y,Y,Y,Y,012906,,S,2,,290,1.75,20,2003-08-01,,N,H1,Y,,,,,N,,,
013306,46K CHEMICAL TANKER,N,4,12,03-4,CT   ,46K,1 ,SK,ABS       ,KR        ,,PANAMA,013306,1 ,2001-08-27,2003-03-22,2003-06-21,,2003-09-15,2003-11-25,,0,0,2003-03-22,2003-06-21,2003-09-15,2003-11-25,0,0,2003-12-30,Y,R8,2003-07-18,Y,Y,Y,Y,013306,,S,2,,290,1.75,20,2003-11-25,,N,H1,Y,,,,,N,,,
013406,46K CHEMICAL TANKER,N,4,13,03-5,CT   ,46K,2 ,SK,ABS       ,KR        ,,PANAMA,013306,2 ,2001-08-27,2003-06-28,2003-09-17,,2003-11-28,2004-02-10,,0,0,2003-06-28,2003-09-17,2003-11-28,2004-02-10,0,0,2004-02-10,Y,RA,2003-07-31,Y,Y,Y,Y,013306,,S,2,,290,1.75,20,2004-02-10,,N,H1,Y,,,,,N,,,
013706,37K CHEMICAL TANKER,N,3,23,03-3,CT   ,37K,3 ,INTERORIENT,DNV       ,,,MARSHALL ISLAND,012906,3 ,2001-08-22,2003-02-24,2003-06-02,,2003-08-23,2003-10-29,,0,0,2003-02-24,2003-06-02,2003-08-23,2003-10-29,0,0,2003-11-20,Y,R6,2003-07-18,Y,Y,Y,Y,012906,,S,2,,290,1.75,20,2003-10-31,,N,H1,Y,,,,,N,,,
013806,37K CHEMICAL TANKER,N,3,24,03-4,CT   ,37K,4 ,INTERORIENT,DNV       ,,,MARSHALL ISLAND,012906,4 ,2001-08-22,2003-05-20,2003-08-29,,2003-11-18,2004-01-12,,0,0,2003-05-20,2003-08-29,2003-11-18,2004-01-12,0,0,2004-01-10,Y,RA,2003-07-18,Y,Y,Y,Y,012906,,S,2,,290,1.75,20,2004-01-14,,N,H1,Y,,,,,N,,,
013906,CAPE BON,N,2,5,03-2,CT   ,35K,1 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,013906,1 ,2001-12-10,2002-10-10,2003-02-05,,2003-04-23,2003-06-27,,0,0,2002-10-10,2003-02-05,2003-04-23,2003-06-27,0,0,2003-08-30,Y,R8,2003-04-04,Y,Y,Y,Y,013906,,S,2,,290,1.75,20,2003-07-06,,N,H1,Y,,,,,N,,,
014006,35K PRODUCT/CHEMICAL TANKER,N,2,6,03-3,CT   ,35K,2 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,013906,2 ,2001-08-22,2003-01-20,2003-04-25,,2003-07-09,2003-09-16,,0,0,2003-01-20,2003-04-25,2003-07-09,2003-09-16,0,0,2003-10-10,Y,R9,2003-07-18,Y,Y,Y,Y,013906,,S,2,,290,1.75,20,2003-09-18,,N,H1,Y,,,,,,,,
014106,35K PRODUCT/CHEMICAL TANKER,N,2,6,03-3,CT   ,35K,3 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,013906,3 ,2001-11-21,2003-01-20,2003-04-25,,2003-07-09,2003-09-26,,0,0,2003-01-20,2003-04-25,2003-07-09,2003-09-26,0,0,2003-11-30,Y,R8,2003-07-18,Y,Y,Y,Y,013906,,S,2,,290,1.75,20,2003-09-29,,N,H1,Y,,,,,,,,
014206,35K PRODUCT/CHEMICAL TANKER,N,3,24,03-4,CT   ,35K,4 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,013906,4 ,2001-11-21,2003-05-20,2003-08-29,,2003-11-18,2004-01-15,,0,0,2003-05-20,2003-08-29,2003-11-18,2004-01-18,0,0,2004-01-20,Y,RA,2003-07-18,Y,Y,Y,Y,013906,,S,2,,290,1.75,20,2004-01-17,,N,H1,Y,,,,,N,,,
014306,35K PRODUCT/CHEMICAL TANKER,N,3,25,04-1,CT   ,35K,5 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,013906,5 ,2002-01-15,2003-06-10,2003-09-18,2003-11-18,2004-01-07,2004-02-26,,0,0,2003-06-10,2003-09-18,2004-01-07,2004-02-26,0,0,2004-03-31,Y,RA,2004-04-08,Y,Y,Y,Y,013906,,T,2,,290,1.75,20,2004-02-26,,N,H1,Y,,,,,N,,,
014406,35K PRODUCT/CHEMICAL TANKER,N,3,26,04-2,CT   ,35K,6 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,013906,6 ,2002-01-15,2003-08-11,2003-11-20,2004-01-07,2004-02-25,2004-04-23,,0,0,2003-08-11,2003-11-20,2004-02-25,2004-04-23,0,0,2004-06-30,Y,RC,2004-01-08,Y,Y,Y,Y,013906,,T,2,,290,1.75,20,2004-04-24,,N,H1,Y,,,,,,,,
014506,GLACIER POINT,N,3,22,03-2,CT   ,37K,5 ,GEDEN,DNV       ,,,LIBERIA,010506,9 ,2001-11-27,2002-11-25,2003-03-13,,2003-05-30,2003-07-31,,0,0,2002-11-25,2003-03-13,2003-05-30,2003-07-31,0,0,2003-09-30,Y,R6,2003-02-27,Y,Y,Y,Y,010506,,S,2,,290,1.75,20,2003-08-01,,N,H1,Y,,,,,N,,,
014606,37K CHEMICAL TANKER,N,3,23,03-3,CT   ,37K,5 ,GEDEN,DNV       ,,,LIBERIA,010506,10,2001-11-27,2003-02-24,2003-06-02,,2003-08-23,2003-11-04,,0,0,2003-02-24,2003-06-02,2003-08-23,2003-11-04,0,0,2003-10-31,Y,R7,2003-07-18,Y,Y,Y,Y,010506,,S,2,,290,1.75,20,2003-11-06,,N,H1,Y,,,,,N,,,
020106,46K PRODUCT/CHEMICAL TANKER,N,4,13,03-5,CT   ,46K,1 ,NOVOSHIP,DNV       ,,,LIBERIA,020106,1 ,2002-05-14,2003-06-28,2003-09-17,,2003-11-28,2004-02-06,,0,0,2003-06-28,2003-09-17,2003-11-28,2004-02-06,0,0,2004-03-31,Y,R9,2004-04-08,Y,Y,Y,Y,020106,,S,2,,290,1.75,20,2004-02-11,,N,H1,Y,,,,,N,,,
020206,46K PRODUCT/CHEMICAL TANKER,N,2,8,03-5,CT   ,46K,2 ,NOVOSHIP,DNV       ,,,LIBERIA,020106,2 ,2002-05-14,2003-07-14,2003-10-06,,2003-12-16,2004-02-20,,0,0,2003-07-14,2003-10-06,2003-12-16,2004-02-20,0,0,2004-03-31,Y,RA,2003-10-23,Y,Y,Y,Y,020106,,S,2,,290,1.75,20,2004-02-21,,N,H1,Y,,,,,N,,,
020306,46K PRODUCT/CHEMICAL TANKER,N,4,14,04-1,CT   ,46K,3 ,NOVOSHIP,DNV       ,,,MALTA,020106,3 ,2002-07-02,2003-09-04,2003-12-01,,2004-02-12,2004-04-12,,0,0,2003-09-04,2003-12-01,2004-02-12,2004-04-12,0,0,2004-06-30,Y,R9,2004-01-08,Y,Y,Y,Y,020106,,S,2,,290,1.75,20,2004-04-12,,N,H1,Y,,,,,N,,,
020406,46K PRODUCT/CHEMICAL TANKER,N,2,9,04-1,CT   ,46K,4 ,NOVOSHIP,DNV       ,,,MALTA,020106,4 ,2002-07-02,2003-09-29,2003-12-18,,2004-03-06,2004-05-04,,0,0,2003-09-29,2003-12-18,2004-03-06,2004-05-04,0,0,2004-06-30,Y,RB,2004-01-29,Y,Y,Y,Y,020106,,S,2,,290,1.75,20,2004-05-04,,N,H1,Y,,,,,N,,,
020506,37K CHEMICAL TANKER,N,3,27,04-3,CT   ,37K,1 ,ARMINTER,DNV       ,,,MALTA,020506,1 ,2002-07-31,2003-10-02,2004-01-09,2004-02-25,2004-04-12,2004-06-11,,0,0,2003-10-02,2004-01-09,2004-04-12,2004-06-11,0,0,2004-09-30,Y,RC,2003-12-31,Y,Y,Y,Y,020506,02,T,2,,290,1.75,20,2004-06-12,,N,H1,Y,,,,,N,,,
020606,37K CHEMICAL TANKER,N,3,32,04-8,CT   ,37K,2 ,ARMINTER,DNV       ,,,MALTA,020506,2 ,2002-12-19,2004-06-02,2004-08-30,2004-10-16,2004-11-27,2005-01-21,,0,0,2004-06-02,2004-09-02,2004-11-27,2005-01-21,0,0,2005-03-31,Y,R6,2004-07-30,Y,Y,Y,Y,020506,02,T,2,,290,1.75,20,2005-01-22,,N,H1,Y,,,,,N,,,
021706,46K PRODUCT/CHEMICAL TANKER,N,4,14,04-1,CT   ,46K,1 ,BP,LR        ,,,ISLE OF MAN,021706,1 ,2002-12-06,2003-09-25,2003-12-01,,2004-02-12,2004-04-19,,0,0,2003-09-25,2003-12-01,2004-02-12,2004-04-14,0,0,2004-06-30,Y,R5,2004-01-08,Y,Y,Y,Y,021706,,S,2,,290,1.75,20,2004-04-14,,N,H1,Y,,,,,N,,,
021806,46K PRODUCT/CHEMICAL TANKER,N,4,15,04-2,CT   ,46K,2 ,BP,LR        ,,,ISLE OF MAN,021706,2 ,2002-12-06,2003-11-28,2004-02-13,,2004-04-20,2004-06-17,,0,0,2003-11-28,2004-02-13,2004-04-20,2004-06-17,0,0,2004-09-30,Y,R6,2004-03-05,Y,Y,Y,Y,021706,,S,2,,290,1.75,20,2004-06-17,,N,H1,Y,,,,,N,,,
021906,46K PRODUCT/CHEMICAL TANKER,N,2,10,04-2,CT   ,46K,3 ,BP,LR        ,,,ISLE OF MAN,021706,3 ,2002-12-06,2003-12-15,2004-03-12,,2004-05-20,2004-07-12,,0,0,2003-12-15,2004-03-12,2004-05-20,2004-07-12,0,0,2004-09-30,Y,R3,2004-02-02,Y,Y,Y,Y,021706,,S,2,,290,1.75,20,2004-07-13,,N,H1,Y,,,,,N,,,
022006,46K PRODUCT/CHEMICAL TANKER,N,4,16,04-3,CT   ,46K,4 ,BP,LR        ,,,ISLE OF MAN,021706,4 ,2002-12-06,2004-01-28,2004-04-21,,2004-06-26,2004-08-30,,0,0,2004-01-28,2004-04-21,2004-06-26,2004-08-27,0,0,2004-12-31,Y,R4,2004-04-30,Y,Y,Y,Y,021706,,S,2,,290,1.75,20,2004-08-27,,N,H1,Y,,,,,N,,,
022106,46K PRODUCT/CHEMICAL TANKER,N,4,16,04-3,CT   ,46K,5 ,BP,LR        ,,,ISLE OF MAN,021706,5 ,2002-12-06,2004-01-28,2004-04-21,,2004-06-26,2004-09-02,,0,0,2004-01-28,2004-04-21,2004-06-26,2004-09-02,0,0,2004-12-31,Y,R4,2004-04-30,Y,Y,Y,Y,021706,,S,2,,290,1.75,20,2004-09-02,,N,H1,Y,,,,,N,,,
022206,46K PRODUCT/CHEMICAL TANKER,N,4,17,04-4,CT   ,46K,6 ,BP,LR        ,,,ISLE OF MAN,021706,6 ,2002-12-06,2004-04-09,2004-06-28,,2004-09-16,2004-11-05,,0,0,2004-04-09,2004-06-28,2004-09-11,2004-11-05,0,0,2005-03-31,Y,R6,2004-06-25,Y,Y,Y,Y,021706,,S,2,,290,1.75,20,2004-11-06,,N,H1,Y,,,,,N,,,
022506,35K CHEMICAL TANKER,N,2,9,04-1,CT   ,35K,1 ,NITC,BV        ,,,IRAN,022506,1 ,2002-10-16,2003-10-07,2003-12-18,,2004-03-06,2004-05-10,,0,0,2003-10-07,2003-12-18,2004-03-06,2004-05-10,0,0,2004-06-30,Y,RC,2003-12-27,Y,Y,Y,Y,022506,,S,2,,290,1.75,20,2004-05-10,,N,H1,Y,,,,,N,,,
022606,35K CHEMICAL TANKER,N,2,10,04-2,CT   ,35K,2 ,NITC,BV        ,,,IRAN,022506,2 ,2002-10-16,2003-12-15,2004-03-12,,2004-05-20,2004-07-27,,0,0,2003-12-15,2004-03-12,2004-05-20,2004-07-27,0,0,2004-09-30,Y,R5,2004-03-25,Y,Y,Y,Y,022506,,S,2,,290,1.75,20,2004-07-27,,N,H1,Y,,,,,N,,,
022706,35K CHEMICAL TANKER,N,2,11,04-3,CT   ,35K,3 ,NITC,BV        ,,,IRAN,022506,3 ,2002-10-16,2004-02-21,2004-05-22,,2004-08-07,2004-10-15,,0,0,2004-02-21,2004-05-22,2004-08-07,2004-10-25,0,0,2004-12-31,Y,R4,2004-04-30,Y,Y,Y,Y,022506,,S,2,,290,1.75,20,2004-10-25,,N,H1,Y,,,,,N,,,
022806,37K PRODUCT/CHEMICAL TANKER,N,3,27,04-3,CT   ,35K,1 ,TSAKOS,LR        ,,,PANAMA,022806,1 ,2002-11-01,2003-10-02,2004-01-09,2004-02-25,2004-04-12,2004-06-16,,0,0,2003-10-02,2004-01-09,2004-04-12,2004-06-16,0,0,2004-06-30,Y,R9,2003-12-24,Y,Y,Y,Y,022806,,T,2,,290,1.75,20,2004-06-24,,N,H1,Y,,,,,N,,,
022906,37K PRODUCT/CHEMICAL TANKER,N,3,29,04-5,CT   ,35K,2 ,TSAKOS,LR        ,,,PANAMA,022806,2 ,2002-11-01,2004-01-08,2004-04-14,2004-05-27,2004-07-10,2004-09-09,1996-11-30,0,0,2004-01-08,2004-04-14,2004-07-10,2004-09-09,0,0,2004-09-30,Y,RA,2004-04-29,Y,Y,Y,Y,022806,,T,2,,290,1.75,20,2004-09-09,,N,H1,Y,,,,,N,,,
023406,46K PRODUCT/CHEMICAL TANKER,N,4,15,04-2,CT   ,46K,1 ,ATHENIAN,ABS       ,,,PANAMA,023406,1 ,2002-11-25,2003-12-15,2004-02-13,,2004-04-20,2004-06-28,,0,0,2003-12-15,2004-02-13,2004-04-20,2004-06-28,0,0,2004-08-31,Y,R5,2004-02-26,Y,Y,Y,Y,023406,,S,2,,290,1.75,20,2004-06-28,,N,H1,Y,,,,,N,,,
023506,46K PRODUCT/CHEMICAL TANKER,N,2,11,04-3,CT   ,46K,2 ,ATHENIAN(OMI),ABS       ,,,PANAMA,023406,2 ,2002-11-25,2004-02-21,2004-05-22,,2004-08-07,2004-10-11,,0,0,2004-02-21,2004-05-22,2004-08-07,2004-10-08,0,0,2005-01-05,Y,R4,2004-04-30,Y,Y,Y,Y,023406,,S,2,,290,1.75,20,2004-10-07,,N,H1,Y,,,,,N,,,
023606,46K PRODUCT/CHEMICAL TANKER,N,2,12,04-4,CT   ,46K,3 ,OMI,ABS       ,,,PANAMA,023406,3 ,2002-11-25,2004-05-10,2004-08-09,,2004-10-23,2005-01-04,,0,0,2004-05-10,2004-08-09,2004-10-23,2005-01-04,0,0,2005-03-15,Y,R6,2004-07-30,Y,Y,Y,Y,023406,03,S,2,,290,1.75,20,2005-01-04,,N,H1,Y,,,,,N,,,
023706,46K PRODUCT/CHEMICAL TANKER,N,2,13,04-5,CT   ,46K,4 ,OMI,ABS       ,,,PANAMA,023406,4 ,2002-11-25,2004-07-16,2004-10-25,,2004-12-30,2005-03-02,2004-08-12,0,0,2004-07-16,2004-10-25,2004-12-30,2005-03-02,30,30,2005-06-20,Y,R6,2004-08-31,Y,Y,Y,Y,023406,04,S,2,,290,1.75,20,2005-03-02,,N,H1,Y,,,,,N,,,
023806,46K PRODUCT/CHEMICAL TANKER,N,1,4,05-3,CT   ,46K,5 ,OMI,ABS       ,,,PANAMA,023406,5 ,2003-03-20,2005-05-26,2005-08-29,,2005-11-16,2006-01-23,,0,0,2005-05-26,2005-08-29,2005-11-15,2006-01-18,0,0,2006-02-28,Y,R9,2005-08-10,Y,Y,Y,Y,023406,05,S,2,2005-04-28,290,1.75,20,2006-01-18,,N,H1,Y,,,,,N,,,
023906,46K PRODUCT/CHEMICAL TANKER,N,3,40,06-1,CT   ,46K,6 ,OMI,ABS       ,,,PANAMA,023406,6 ,2003-03-20,2005-07-14,2005-10-25,,2006-01-03,2006-03-13,,0,0,2005-07-14,2005-10-24,2006-01-03,2006-03-03,0,0,2006-03-30,Y,R8,2005-06-27,Y,Y,Y,Y,023406,06,S,2,2005-05-19,290,1.75,20,2006-03-03,,N,H1,Y,,,,,N,,,
024006,46K PRODUCT/CHEMICAL TANKER,N,1,5,06-1,CT   ,46K,7 ,OMI,ABS       ,,,PANAMA,023406,7 ,2003-07-23,2005-08-12,2005-11-18,,2006-02-01,2006-04-04,,0,0,2005-08-12,2005-11-17,2006-02-01,2006-03-30,0,0,2006-05-30,Y,RC,2005-08-29,Y,Y,Y,Y,023406,07,S,2,2005-06-01,290,1.75,20,2006-03-31,,N,H1,Y,,,,,N,,,
024106,46K PRODUCT/CHEMICAL TANKER,N,3,41,06-2,CT   ,46K,8 ,OMI,ABS       ,,,PANAMA,023406,8 ,2004-11-19,2005-09-29,2006-01-04,,2006-03-16,2006-05-10,,0,0,2005-09-29,2006-01-04,2006-03-15,2006-05-04,0,0,2006-05-30,Y,R8,2005-11-09,Y,Y,Y,Y,023406,08,S,2,2005-06-01,290,1.75,20,2006-05-04,,N,H1,Y,,,,,N,,,
025006,35K CHEMICAL TANKER,N,3,28,04-4,CT   ,35K,1 ,MONTANARI,RINA      ,,,ITALY,025006,1 ,2003-01-03,2003-11-17,2004-02-27,2004-04-12,2004-05-27,2004-07-22,,0,0,2003-11-17,2004-02-27,2004-05-27,2004-07-21,0,0,2004-08-30,Y,RB,2004-02-02,Y,Y,Y,Y,025006,,T,2,,290,1.75,20,2004-07-24,,N,H1,Y,,,,,N,,,
025106,35K CHEMICAL TANKER,N,2,12,04-4,CT   ,35K,2 ,MONTANARI,RINA      ,,,ITALY,025006,2 ,2003-03-24,2004-05-10,2004-08-09,,2004-10-23,2004-12-17,,0,0,2004-05-10,2004-08-09,2004-10-23,2005-01-03,0,0,2005-03-10,Y,R5,2004-07-30,Y,Y,Y,Y,025006,02,S,2,,290,1.75,20,2005-01-05,,N,H1,Y,,,,,,,,
025206,35K CHEMICAL TANKER,N,3,34,05-2,CT   ,35K,3 ,MONTANARI,RINA      ,,,ITALY,025006,3 ,2003-03-24,2004-09-03,2004-11-29,2005-01-12,2005-03-05,2005-04-28,,0,0,2004-09-03,2004-11-29,2005-03-05,2005-04-28,0,0,2005-06-05,Y,R8,2004-11-25,Y,Y,Y,Y,025006,03,T,2,,290,1.75,20,2005-04-30,,N,H1,Y,,,,,N,,,
025406,37K PRODUCT/CHEMICAL TANKER,N,3,25,04-1,CT   ,37K,1 ,OMI,DNV       ,,,MARSHALL ISLAND,025406,1 ,2002-12-23,2003-08-01,2003-10-09,2003-11-18,2004-01-07,2004-02-26,,0,0,2003-08-01,2003-10-09,2004-01-07,2004-02-26,0,0,2004-04-30,Y,R6,2003-10-23,Y,Y,Y,Y,025406,,T,2,,290,1.75,20,2004-02-26,,N,H1,Y,,,,,,,,
025506,37K PRODUCT/CHEMICAL TANKER,N,3,26,04-2,CT   ,37K,2 ,OMI,DNV       ,,,MARSHALL ISLAND,025406,2 ,2003-01-20,2003-08-18,2003-11-20,2004-01-07,2004-02-25,2004-04-19,,0,0,2003-08-18,2003-11-20,2004-02-25,2004-04-20,0,0,2004-07-30,Y,R6,2004-01-08,Y,Y,Y,Y,025406,,T,2,,290,1.75,20,2004-04-20,,N,H1,Y,,,,,,,,
025606,40K PRODUCT/CHEMICAL TANKER,N,3,30,04-6,CT   ,35K,7 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,025606,7 ,2003-01-30,2004-02-26,2004-05-29,2004-07-12,2004-08-28,2004-11-11,,0,0,2004-02-26,2004-05-29,2004-08-31,2004-10-29,0,0,2004-12-31,Y,R6,2004-05-31,Y,Y,Y,Y,013906,,T,2,,290,1.75,20,2004-10-30,,N,H1,Y,,,,,N,,,
025706,40K PRODUCT/CHEMICAL TANKER,N,3,33,05-1,CT   ,35K,8 ,COLUMBIA,DNV       ,,,MARSHALL ISLAND,025606,8 ,2003-01-30,2004-07-21,2004-10-18,2004-11-27,2005-01-12,2005-03-15,,0,0,2004-07-21,2004-10-18,2005-01-12,2005-03-16,0,0,2005-03-31,Y,R8,2004-07-30,Y,Y,Y,Y,013906,02,T,2,,290,1.75,20,2005-03-16,,N,H1,Y,,,,,N,,,
